book_info,movie_info
"The Seven-Per-Cent Solution (1974), Nicholas Meyer",The Seven-Per-Cent Solution (1976)
"The Seventh (1967), Donald E. Westlake (as Richard Stark)",The Split (1968)
"A Severa (1900), Júlio Dantas",A Severa (1931)
"The Shadow Line (1917), Joseph Conrad",Smuga cienia (The Shadow Line) (1976)
"The Shadow Riders (1982), Louis L'Amour",The Shadow Riders (1982) (TV)
"Shaft (1970), Ernest Tidyman","Shaft (1971)
* Shaft's Big Score (1972)
** Shaft in Africa (1973)
** * Shaft (2000)"
"Shaft's Big Score (1972), Ernest Tidyman",Shaft's Big Score (1972)
"Shalako (1962), Louis L'Amour",Shalako (1968)
"The Shape of Things to Come (1933), H. G. Wells","Things to Come (1936)
H. G. Wells' The Shape of Things to Come (1979)"
"She: A History of Adventure (1886–87) (serial), (1887) (novel), Sir H. Rider Haggard","La Colonne de feu (The Pillar of Fire) (1899)
She (1908)
She (1911)
She (1916)
She (1917)
She (1925)
She (1935)
She (1965)
* The Vengeance of She (1968)
S+H+E: Security Hazards Expert (1980)
She (1982)
She (1985)
She (2001) (made and released direct-to-video only)"
"Shè diao ying xióng zhuàn (The Legend of the Condor Heroes) (1957–1959) (serial), (1959) (novel), Jin Yong","Story of the Vulture Conqueror (1958)
The Brave Archer (1977)
* The Brave Archer 2 (1978)
** The Brave Archer 3 (1981)
** * The Brave Archer and His Mate (1982)
Se diu ying hung ji dung sing sai jau (The Eagle Shooting Heroes) (1993)
Dongxié Xidú (Ashes of Time) (1994)"
"She Loves Me Not (1933), Edward Hope","She Loves Me Not (1934)
True to the Army (1942)
How to Be Very, Very Popular (1955)"
"Sheep (2004), Simon Maginn",The Dark (2005)
"Shen Mu (Sacred Wood) (1999), Liu Qingbang",Blind Shaft (2003)
"A Shilling for Candles (1936), Josephine Tey (pseudonym for Elizabeth MacKintosh)",Young and Innocent (1937)
"The Shining (1977), Stephen King","The Shining (1980)
The Shining (1997) (TV)"
"Shining Through (1988), Susan Isaacs",Shining Through (1992)
"The Shipping News (1993), Annie Proulx",The Shipping News (2001)
"The Shrinking Man (1956), Richard Matheson","The Incredible Shrinking Man (1957)
The Incredible Shrinking Woman (1981)"
"The Shoes of the Fisherman (1963), Morris West",The Shoes of the Fisherman (1968)
"Shoeless Joe (1982), W. P. Kinsella",Field of Dreams (1989)
"The Shootist (1975), Glendon Swarthout",The Shootist (1976)
"Shout at the Devil (1968), Wilbur Smith",Shout at the Devil (1976)
"Shutter Island (2003), Dennis Lehane",Shutter Island (2010)
"Sideways (2004), Rex Pickett",Sideways (2004)
"The Siege of Trencher's Farm (1969), Gordon Williams","Straw Dogs (1971)
Straw Dogs (2011)"
"The Silence of the Lambs (1988), Thomas Harris",The Silence of the Lambs (1991)
"The Singer Not the Song (1953), Audrey Erskine Lindop",The Singer Not the Song (1961)
"Single Lady (1931), John Monk Saunders",The Last Flight (1931)
"A Simple Plan (1993), Scott Smith",A Simple Plan (1998)
"Simple Simon (1996), Ryne Douglas Pearson",Mercury Rising (1998)
"Sister Carrie (1900), Theodore Dreiser",Carrie (1952)
"The Sisterhood of the Traveling Pants (2001), Ann Brashares","The Sisterhood of the Traveling Pants (2005)
* The Sisterhood of the Traveling Pants 2 (2008)"
"Six Days of the Condor (1974), James Grady",Three Days of the Condor (1975)
"Six Weeks (1976), Fred Mustard Stewart",Six Weeks (1982)
"Skinwalkers (1986), Tony Hillerman",Skinwalkers (2002)
"Skipping Christmas (2001), John Grisham",Christmas with the Kranks (2004)
"Skyscraper (1931), Faith Baldwin",Skyscraper Souls (1932)
"Slaughterhouse-Five (1969), Kurt Vonnegut",Slaughterhouse-Five (1972)
"Slayground (1971), Donald E. Westlake (as Richard Stark)",Slayground (1983)
"Sleeping with the Enemy (1987), Nancy Price",Sleeping with the Enemy (1991)
"Sliver (1991), Ira Levin",Sliver (1993)
"Slugs (1982), Shaun Hutson",Slugs (1988)
"Small Vices (1997), Robert B. Parker",Spenser: Small Vices (1999) (TV)
"The Snatchers (1953), Lionel White",The Night of the Following Day (1968)
"Snow Angels (1994), Stewart O'Nan",Snow Angels (2007)
"So Red the Rose (1934), Stark Young",So Red the Rose (1935)
"Solaris (1961), Stanislaw Lem","Solaris (1972)
Solaris (2002)"
"Soldier of Fortune (1954), Ernest K. Gann",Soldier of Fortune (1955)
"A Soldier's Daughter Never Cries (1990),[2] Kaylie Jones",A Soldier's Daughter Never Cries (1998)
"Something Wicked This Way Comes (1962), Ray Bradbury",Something Wicked This Way Comes (1983)
"The Song of Bernadette (1941), Franz Werfel",The Song of Bernadette (1943)
"Sons and Lovers (1913), D. H. Lawrence","Sons and Lovers (1960)
Sons and Lovers (1981) (TV) (serial)
Sons and Lovers (2003) (TV) (serial)"
"S.O.S. Noronha (1954), Pierre Viré",S.O.S. Noronha (1957)
"Sour Sweet (1982), Timothy Mo",Soursweet (1989)
"Sorstalanság (Fatelessness) (1975), Imre Kertész",Fateless (2005)
"The Sound and the Fury (1929), William Faulkner",The Sound and the Fury (1959)
"Space (1982), James A. Michener",Space (1985) (TV)
"The Space Vampires (1976), Colin Wilson",Lifeforce (1985)
"The Spanish Gardener (1950), A. J. Cronin",The Spanish Gardener (1957)
"Spartacus (1951), Howard Fast","Spartacus (1960)
Spartacus (2004)"
"Sphere (1987), Michael Crichton",Sphere (1998)
"Spider (1990), Patrick McGarth",Spider (2002)
"The Spiderwick Chronicles (2003–2009) (series), Tony DiTerlizzi and Holly Black",The Spiderwick Chronicles (2008)
"Spirales (1987), Christopher Frank",Spirale (1987)
"Split Images (1981), Elmore Leonard",Split Images (1992) (TV)
"The Spoilers (1906), Rex Beach","The Spoilers (1914)
The Spoilers (1923)
The Spoilers (1930)
The Spoilers (1942)
The Spoilers (1955)"
"The Spook Who Sat by the Door (1969), Sam Greenlee",The Spook Who Sat by the Door (1973)
"A Sporting Proposition (1973), James Aldridge",Ride a Wild Pony (1975)
"Spy Story (1974), Len Deighton",Spy Story (1976)
"The Spy Who Came in from the Cold (1963), John le Carré",The Spy Who Came in from the Cold (1965)
"The Spy Who Loved Me (1962), Ian Fleming",The Spy Who Loved Me (1977)
"Stairs of Sand (1929), Zane Grey",Stairs of Sand (1929)
"The Stalking Moon (1965), T. V. Olsen",The Stalking Moon (1968)
"The Stand (1978), Stephen King","The Stand (1994) (TV)
The Stand (future, TBA)"
"Stand at Spanish Boot (1948), Harry Brown",Apache Drums (1951)
"Stara baśń. Powieść z dziejów Polski (An Ancient Tale: A Novel in Polish History) (1876), Józef Ignacy Kraszewski",Stara basn: kiedy slonce bylo bogiem (An Ancient Tale: When the Sun Was a God) (2003)
"Stardust (1999), Neil Gaiman",Stardust (2007)
"Starfire (1960), Robert Buckner",Moon Pilot (1962)
"Star in the West (1959), Richard Emery Roberts",The Second Time Around (1961)
"Stars In My Crown (1947), Joe David Brown",Stars In My Crown (1950)
"The Stars Look Down (1935), A. J. Cronin",The Stars Look Down (1939)
"Starship Troopers (1959), Robert A. Heinlein","Starship Troopers (1997)
* Starship Troopers 2: Hero of the Federation (2004)
** Starship Troopers 3: Marauder (2007)"
"Station West (1948), Luke Short",Station West (1948)
"The Stepford Wives (1972), Ira Levin","The Stepford Wives (1975)
* Revenge of the Stepford Wives (1980) (TV)
** The Stepford Children (1987) (TV)
** * The Stepford Husbands (1996) (TV)
The Stepford Wives (2004)"
"Stella Dallas (1923), Olive Higgins Prouty","Stella Dallas (1925)
Stella Dallas (1937)
Stella (1990)"
"A Stir of Echoes (1958), Richard Matheson","Stir of Echoes (1999)
* Stir of Echoes: The Homecoming (2007)"
"Storm in the City (1950), Horace McCoy",The Turning Point (1952)
"Strange Case of Dr Jekyll and Mr Hyde (1886), Robert Louis Stevenson","Dr. Jekyll and Mr. Hyde (1908)
Den Skæbnesvangre Opfindelse (Dr. Jekyll and Mr. Hyde) (1910)
Dr. Jekyll and Mr. Hyde (1912)
Dr. Jekyll and Mr. Hyde (1913)
Dr. Jekyll and Mr. Hyde (1920)
Dr. Jekyll and Mr. Hyde (1920)
Der Januskopf (The Head of Janus) (1920)
Dr. Jekyll and Mr. Hyde (1931)
Dr. Jekyll and Mr. Hyde (1941)
The Son of Dr. Jekyll (1951)
* The Daughter of Dr. Jekyll (1957)
The Testament of Dr. Cordelier (1959)
The Two Faces of Dr. Jekyll (1960)
The Nutty Professor (1963)
* The Nutty Professor (2008)
The Strange Case of Dr. Jekyll and Mr. Hyde (1968)
Dr. Jekyll and Sister Hyde (1971)
I, Monster (1971)
Dr. Jekyll y el Hombre Lobo (1972)
Dr. Jekyll and Mr. Hyde (1973) (TV)
The Strange Case of Dr. Jekyll and Mr. Hyde (1981) (TV)
Jekyll and Hyde... Together Again (1982)
The Strange Case of Dr. Jekyll and Mr. Hyde (1985)
Dr. Jekyll and Mr. Hyde (1986) (TV)
Edge of Sanity (1989)
Dr. Jekyll and Mr. Hyde (1989) (TV)
Jekyll & Hyde (1990) (TV)
Dr. Jekyll and Ms. Hyde (1995)
Mary Reilly (1996) (TV)
The Nutty Professor (1996)
* Nutty Professor II: The Klumps (2000)
Dr. Jekyll & Mr. Hyde (1999) (TV)
Dr. Jekyll and Mr. Hyde (2002) (TV)
Jekyll + Hyde (2006) (TV)
Jekyll (2007) (TV)
Dr. Jekyll & Mr. Hyde (2008) (TV)
Jekyll (future, TBA)"
"A Stranger Came Home (1949), George Sanders",A Stranger Came Home (1954)
"A Stranger Is Watching (1977), Mary Higgins Clark",A Stranger Is Watching (1982)
"Strangers on a Train (1950), Patricia Highsmith",Strangers on a Train (1951)
"Stranger's Return (1933), Philip Stong",The Stranger's Return (1933)
"The Street Lawyer (1998), John Grisham",The Street Lawyer (2003) (TV)
"Strip Tease (1993), Carl Hiaasen",Striptease (1996)
"Stuart Little (1945), E. B. White","Stuart Little (1999)
* Stuart Little 2 (2002)
** Stuart Little 3: Call of the Wild (2006) (V)"
"The Stud (1969), Jackie Collins",The Stud (1978)
"Stupeur et Tremblement (Fear and Trembling) (1999), Amélie Nothomb",Fear and Trembling (Stupeur et tremblements) (2003)
"Sultana - La Nuit du Serail (1982), Prince Michael of Greece and Denmark",The Favorite (a.k.a. Intimate Power) (1989)
"The Sum of All Fears (1991), Tom Clancy",The Sum of All Fears (2002)
"Summer Pass (1931), Zane Grey",Summer Pass (1933)
"The Sun Also Rises (1926), Ernest Hemingway","The Sun Also Rises (1957)
The Sun Also Rises (1984) (TV)"
"The Swarm (1974), Arthur Herzog",The Swarm (1978)
"Der Schweizerische Robinson (The Swiss Family Robinson) (1812), Johann David Wyss","Al-Ṭurfa al-Šahiyya fī aḫbār al-ʿAʾila al-Swīsiyya - Arabic translation (c. 1900)
Swiss Family Robinson (1940 film)
Mighty Mouse in: Swiss Cheese Family Robinson (1947)
The Swiss Family Robinson (1958) (TV)
Swiss Family Robinson (1960)
The Swiss Family Robinson (1973) (TV)
The Swiss Family Robinson (1973) (TV)
The Swiss Family Robinson (1975) (TV)
The Swiss Family Robinson (1976)
Mountain Family Robinson (1979)
The Adventures of Swiss Family Robinson (1998)
Beverly Hills Family Robinson (1998) (TV)
The New Swiss Family Robinson (1998) (TV)
Stranded (2002) (TV)"
"The Sword in the Stone (1938), T. H. White",The Sword in the Stone (1963)
T[edit],
Fiction work(s),Film adaptation(s)
"Taggart (1959), Louis L'Amour",Taggart (1964)
"Tai-Pan (1966), James Clavell",Tai-Pan (1986)
"Take Three Tenses: A Fugue in Time (1945), Rumer Godden",Enchantment (1948)
"The Taking of Pelham One Two Three (1973), Morton Freedgood (as John Godey)","The Taking of Pelham One Two Three (1974)
The Taking of Pelham One Two Three (1998) (TV)
The Taking of Pelham 123 (2009)"
"A Tale of Two Cities (1859), Charles Dickens","A Tale of Two Cities (1911)
A Tale of Two Cities (1917)
A Tale of Two Cities (1922)
The Only Way (1927)
A Tale of Two Cities (1935)
A Tale of Two Cities (1958)"
"Tales of the South Pacific (1947), James A. Michener","South Pacific (1958)
South Pacific (2001)"
"The Talented Mr. Ripley (1955), Patricia Highsmith","Plein Soleil (1960)
The Talented Mr. Ripley (1999)"
"The Tall Men (1954), Henry Wilson Allen",The Tall Men (1954)
"Al-Tareeq al-Masdood (The Barred Road) (1954), Ihsan Abdel Quddous",Al-Tareeq al-Masdood (1958)
"Tarzan (1912–1965, 1995) (series), Edgar Rice Burroughs
Tarzan of the Apes (1912)
* The Return of Tarzan (1913)
** The Beasts of Tarzan (1914)
*** The Son of Tarzan (1915)
**** Tarzan and the Jewels of Opar (1916)
***** Jungle Tales of Tarzan (1919)
****** Tarzan the Untamed (1920)
******* Tarzan the Terrible (1921)
******** Tarzan and the Golden Lion (1922/23)
********* Tarzan and the Ant Men (1924)
********** Tarzan, Lord of the Jungle (1927/28)
*********** Tarzan and the Lost Empire (1928/29)
************ Tarzan at the Earth's Core (1929/30)
************* Tarzan the Invincible (1930/31)
************** Tarzan Triumphant (1931/32)
*************** Tarzan and the City of Gold (1932)
**************** Tarzan and the Lion Man (1933/34)
***************** Tarzan and the Leopard Men (1932/33)
****************** Tarzan's Quest (1935/36)
******************* Tarzan and the Forbidden City (1938)
******************** Tarzan the Magnificent (1939)
********************* Tarzan and the Foreign Legion (1947)
********************** Tarzan and the Madman (1964)
*********************** Tarzan and the Castaways (1965)
************************ Tarzan: The Lost Adventure (1995, with Joe R. Lansdale)","Tarzan of the Apes (1918)
* The Romance of Tarzan (1918)
** The Revenge of Tarzan (1920)
** * The Son of Tarzan (1920)
** ** The Adventures of Tarzan (1921)
** ** * Tarzan and the Golden Lion (1927)
** ** ** Tarzan the Mighty (1928)
** ** ** * Tarzan the Tiger (1929)
Tarzan the Ape Man (1932)
Tarzan the Fearless (1933)
* Tarzan and His Mate (1934)
The New Adventures of Tarzan (1935)
** Tarzan Escapes (1936)
Tarzan and the Green Goddess (1938)
Tarzan’s Revenge (1938)
** * Tarzan Finds a Son! (1939)
** ** Tarzan's Secret Treasure (1941)
** ** * Tarzan's New York Adventure (1942)
** ** ** Tarzan Triumphs (1943)
** ** ** * Tarzan's Desert Mystery (1943)
** ** ** ** Tarzan and the Amazons (1945)
** ** ** ** * Tarzan and the Leopard Woman (1946)
** ** ** ** ** Tarzan and the Huntress (1947)
** ** ** ** ** * Tarzan and the Mermaids (1948)
Tarzan's Magic Fountain (1949)
* Tarzan and the Slave Girl (1950)
** Tarzan's Peril (1951)
** * Tarzan's Savage Fury (1952)
** ** Tarzan and the She-Devil (1953)
Tarzan's Hidden Jungle (1955)
* Tarzan and the Lost Safari (1957)
** Tarzan and the Trappers (1958)
** * Tarzan's Fight for Life (1958)
** ** Tarzan's Greatest Adventure (1959)
Tarzan, the Ape Man (1959)
** ** * Tarzan the Magnificent (1960)
Tarzan Goes to India (1962)
* Tarzan's Three Challenges (1963)
Tarzan and the Valley of Gold (1966)
* Tarzan and the Great River (1967)
** Tarzan and the Jungle Boy (1968)
Tarzan's Deadly Silence (1970)
Tarzan and the Brown Prince (1972)
Tarzan, the Ape Man (1981)
Greystoke: The Legend of Tarzan, Lord of the Apes (1984)
Tarzan and the Lost City (1998)
Tarzan of the Apes (1999)
Disney's Tarzan (1999–2005) (series)
Tarzan (1999)
* Tarzan & Jane (2002)
** Tarzan II (2005)"
"Telefon (1975), Walter Wager",Telefon (1977)
"Ten Against Caesar (a. k. a. Trail's End at 'Dobe Town) (1952), Kathleen B. George and Robert A. Granger",Gun Fury (1953)
"Loving Care (1984), Andrew Neiderman",Tender Loving Care (1999) (V)
"The Terminal Man (1972), Michael Crichton",The Terminal Man (1974)
"Terms of Endearment (1975), Larry McMurtry",Terms of Endearment (1983)
"As Terras Do Risco (1994), Agustina Bessa-Luís",The Convent (1995)
"Tess of the d'Urbervilles (1891), Thomas Hardy","Tess of the d'Urbervilles (1913)
Tess of the d'Urbervilles (1924)
Tess (1979)"
"The Tesseract (1998), Alex Garland",The Tesseract (2003)
"Tex (1979), S. E. Hinton",Tex (1982)
"Texas (1985), James A. Michener",James A. Michener's Texas (1994) (TV)
"Texasville (1987), Larry McMurtry",Texasville (1990)
"Theatre (1937), W. Somerset Maugham","Bezaubernde Julia (1960) (TV)
Du bist zauberhaft (Adorable Julia) (1962)
Theatre (1978)
Poniro thilyko... katergara gynaika! (1980)
Being Julia (2004)"
"There's a Porpoise Close Behind Us, Arthur Barker (1936), Noel Langley",These Foolish Things (2005)
"These Foolish Things (2004), Deborah Moggach",The Best Exotic Marigold Hotel (2012)
"They Came to Cordura (1958), Glendon Swarthout",They Came to Cordura (1959)
"They Do It with Mirrors (1952), Agatha Christie","Murder Ahoy! (1964)
Murder with Mirrors (1985) (TV)"
"They Saved London (1955), Bernard Newman",Battle of the V-1 (1958)
"They Shoot Horses, Don't They? (1935), Horace McCoy","They Shoot Horses, Don't They? (1969)"
"Thin Air (1995), Robert B. Parker",Thin Air (2000) (TV)
"The Thirteenth Guest (1929), Armitage Trail",The Thirteenth Guest (1932)
"The Thirty-Nine Steps (1915), John Buchan","The 39 Steps (1935)
The 39 Steps (1959)
The Thirty Nine Steps (1978)
The 39 Steps (2008)
The Thirty-Nine Steps (2011)"
"Thieves Like Us (1937), Frederick A. Stokes","They Live by Night (1950)
Thieves Like Us (1974)"
"Thomasina: The Cat Who Thought She Was God (1957), Paul Gallico",The Three Lives of Thomasina (1964)
"Thor (1993), Wayne Smith",Bad Moon (1996)
"Thunder Mountain (1935), Zane Grey","Thunder Mountain (1935)
Thunder Mountain (1947)"
"Thunderball (1961), Ian Fleming","Thunderball (1965)
Never Say Never Again (1983)"
"Thunderhead (1943), Mary O'Hara","Thunderhead, Son of Flicka (1945)"
"The Thundering Herd (1925), Zane Grey","The Thundering Herd (1925)
The Thundering Herd (1933)"
"Three Godfathers (1913), Peter B. Kyne","The Three Godfathers (1916)
Marked Men (1919)
Action (1921)
Hell's Heroes (1930)
Three Godfathers (1936)
3 Godfathers (1948)
The Godchild (1974) (TV)"
"Three-Ten to Yuma (1953), Elmore Leonard","3:10 to Yuma (1957)
3:10 to Yuma (2007)"
"The Three Worlds of Johnny Handsome (1973), Morton Freedgood",Johnny Handsome (1989)
"A Thrill a Minute with Jack Albany (1967), Morton Freedgood (as John Godey)",Never a Dull Moment (1968)
"A Tiger Walks (1960), Ian Niall",A Tiger Walks (1964)
"Time After Time (1979), Karl Alexander",Time After Time (1979)
"The Time Machine (1895), H. G. Wells","The Time Machine (1960)
The Time Machine (1978) (TV)
Time After Time (1979)
The Time Machine (2002)"
"A Time to Kill (1989), John Grisham",A Time to Kill (1996)
"The Time Traveler's Wife (2003), Audrey Niffenegger",The Time Traveler's Wife (2009)
"Timeline (1999), Michael Crichton",Timeline (2003)
"Tinker, Tailor, Soldier, Spy (1974), John le Carré","Tinker, Tailor, Soldier, Spy (2011)"
"To Catch a Thief (1952), David F. Dodge",To Catch a Thief (1955)
"To Have and Have Not (1937), Ernest Hemingway","To Have and Have Not (1944)
The Breaking Point (1950)
The Gun Runners (1958)"
"To Kill a Mockingbird (1960), Harper Lee",To Kill a Mockingbird (1962)
"To Sir, With Love (1959), E. R. Braithwaite","To Sir, with Love (1967)
* To Sir, with Love II (1996) (TV)"
"The Molly Fountain mini series - To the Devil (1953), Dennis Wheatley",To the Devil a Daughter (1976)
"To the Last Man (1921), Zane Grey",To the Last Man (1933)
"Der Tod in Venedig (Death in Venice) (1912), Thomas Mann",Death in Venice (1971)
"Toby Tyler; or, Ten Weeks with a Circus (1877) (serial), (1881) (novel), James Otis Kaler (as James Otis)",Toby Tyler (1960)
"Toilers of the Sea (French: ""Les Travailleurs de la Mer"") (1866), Victor Hugo","Toilers of the Sea (1914)
Toilers of the Sea (1915)
Toilers of the Sea (1923)
Toilers of the Sea (1936)
Sea Devils (1953)"
"Topaz (1967), Leon Uris",Topaz (1969)
"Touch (1987), Elmore Leonard",Touch (1997)
"Le tour du monde en quatre-vingts jours (Around the World in Eighty Days) (1873), Jules Verne","Round the World in 80 Days (1914)
Around the World in Eighty Days (1919)
Around the World in 80 Days (1956)
The Three Stooges Go Around the World in a Daze (1963)
Around the World in Eighty Days (1972) (made in Australia)
Around the World in Eighty Days (1972) (made in Canada)
Around the World with Willy Fog (1981–1983)
Ginga Shippu Sasuraiger (1983)
Around the World in Eighty Days (1987)
Around the World in 80 Days (1988) (V)
Around the World in 80 Days (1989) (TV) (mini)
Around the World in 80 Days (1999) (V)
Tweety's High-Flying Adventure (2000)
Around the World in 80 Days (2004)"
"Tous les hommes sont mortels (All Men Are Mortal) (1946), Simone de Beauvoir",All Men Are Mortal (1995)
"The Tower (1973), Richard Martin Stern",The Towering Inferno (1974)
"A Town Like Alice (1950), Nevil Shute",A Town Like Alice (1956)
"The Track of the Cat (1949), Walter Van Tilburg Clark",Track of the Cat (1952)
"Trainspotting (1993), Irvine Welsh",Trainspotting (1996)
"Treasure Island (1883), Robert Louis Stevenson","Treasure Island (1918)
Treasure Island (1920)
Treasure Island (1934)
Treasure Island (1937)
Treasure Island (1950)
* Long John Silver (1954)
Return to Treasure Island (1954)
Treasure Island (1971)
Animal Treasure Island (1971)
Treasure Island (1972 animated)
Treasure Island (1972 live-action)
Treasure Island (1977) (TV)
Treasure Island (1982) (TV)
L'Île au trésor (1985)
Return to Treasure Island (1986) (TV) (mini)
L'isola del tesoro (1987)
Treasure Island (1988)
Return to Treasure Island (1988) (TV)
Treasure Island (1990) (TV)
Return to Treasure Island (1992)
Muppet Treasure Island (1996)
Return to Treasure Island (1996) (TV)
Return to Treasure Island (1998) (TV)
Treasure Island (1999)
Treasure Planet (2002)
Pirates of Treasure Island (2006)
Die Schatzinsel (2007)"
"The Treasure of the Sierra Madre (1927), B. Traven",The Treasure of the Sierra Madre (1948)
"The Trial (1925), Franz Kafka","The Trial (1962)
After Hours (1985)
The Trial (1993)"
"Trinity's Child (1983), William Prochnau",By Dawn's Early Light (1990) (TV)
"Les Trois Mousquetaires (The Three Musketeers) (1844), Alexandre Dumas, père","The Three Musketeers (1903)
The Three Musketeers: Part 1/The Three Musketeers: Part 2 (1911)
The Three Musketeers (1914)
The Three Musketeers (1916)
Les Trois Mousquetaires (1921)
The Three Musketeers (1921)
The Three Musketeers (1933) (serial)
Les Trois Mousquetaires (1933)
The Three Musketeers (1935)
The Three Musketeers (1939)
The Three Musketeers (1948)
At Sword's Point (1952)
The Three Musketeers (1953)
Los tres mosqueteros y medio (1957)
Les trois mousquetaires: Premiere époque-Les ferrets de la reine (1961) (a.k.a. (a.k.a. “The Fighting Musketeeers”)
* Les trois mousquetaires: La vengeance de Milady (1961) (a.k.a. “The Vengeance of the Musketeers”)
The Three Musketeers (1969) (TV)
The Three Musketeers in Boots (1972)
The Three Musketeers (1973)
* The Four Musketeers (1974)
** The Return of the Musketeers (1989)
The Three Musketeers (1973) (TV)
Les Quatre Charlots Mousquetaires (1974)
* A Nous Quatre Cardinal (1974)
d'Artagnan l'intrépide (1975)
d'Artagnan and Three Musketeers (1978)
* The Secret of Queen Anna, or Musketeers Thirty Years After (1993)
** The Return of the Musketeers, or The Treasures of Cardinal Mazarin (2009)
The Three Musketeers (1992)
Ring of the Musketeers [de] (1992)
The Three Musketeers (1993)
La Fille de d'Artagnan (The Daughter of d'Artagnan) (1994)
The Musketeer (2001)
d'Artagnan et les trois mousquetaires (2005)
Mickey, Donald, Goofy: The Three Musketeers (2004)
La Femme Musketeer (2004)
Barbie and the Three Musketeers (2009)
The Three Musketeers (2011)"
"The Trouble with Harry (1950), Jack Trevor Story",The Trouble with Harry (1955)
"True Grit (1968), Charles Portis","True Grit (1969)
* Rooster Cogburn (1975)
** True Grit: A Further Adventure (1978) (TV)
True Grit (2010)"
"The Turn of the Screw (1898), Henry James",The Innocents (1961)
"The Turning Point (1977), Hermann Kant",The Turning Point (German: Der Aufenthalt) (1983)
"The Twenty-fifth Hour (Ora 25) (1949), Constantin Virgil Gheorghiu",The 25th Hour (1967)
"Twilight for the Gods (1958), Ernest K. Gann",Twilight for the Gods (1958)
"The Twilight Saga (2005–2008) (series), Stephenie Meyer
Twilight (2005)
* New Moon (2006)
** Eclipse (2007)
** * Breaking Dawn (2008)","The Twilight Saga (2008–2012) (series)
Twilight (2008)
* The Twilight Saga: New Moon (2009)
** The Twilight Saga: Eclipse (2010)
*** The Twilight Saga: Breaking Dawn – Part 1 (2011)
*** The Twilight Saga: Breaking Dawn – Part 2 (2012)"
"The Twins (2000), Tessa de Loo",Twin Sisters (De tweeling) (2002)
"Two-Gun Man (1929), Stewart Edward White",Under a Texas Moon (1929)
"Two-Minute Warning (1975), George La Fountaine",Two-Minute Warning (1976)
"Two Much! (1975), Donald E. Westlake","Le Jumeau (The Twin) (1984)
Two Much (1995)"
"The Two Towers (1954), J. R. R. Tolkien","J. R. R. Tolkien's The Lord of the Rings (1978)
The Lord of the Rings: The Two Towers (2002)"
"Трудно быть богом (Trudno byt' bogom (""Hard to Be a God"")) (1964), Arkady and Boris Strugatsky","Hard to Be a God (1989)
Hard to Be a God (2008)"
"The Tunnel of Love (1954), Peter De Vries",The Tunnel of Love (1958)
"Ugetsu monogatari (1776), Ueda Akinari",Ugetsu (1953)
"The Ugly Dachshund (1938), Gladys Bronwyn Stern",The Ugly Dachshund (1966)
"The Unbearable Lightness of Being (The Unbearable Lightness of Being) (1984), Milan Kundera",The Unbearable Lightness of Being (1988)
"Uncharted Seas (1938), Dennis Wheatley",The Lost Continent (1968)
"Uncle Remus (1881), Joel Chandler Harris","Song of the South (1946)
Coonskin (1975)
The Adventures of Brer Rabbit (2006)"
"Under the Tonto Rim (1926), Zane Grey","Under the Tonto Rim (1928)
Under the Tonto Rim (1933)
Under the Tonto Rim (1947)"
"Undercover Cat (1963), Gordon Gordon and Mildred Gordon","That Darn Cat! (1965)
That Darn Cat (1997)"
"Unforbidden Fruit (1927), Samuel Hopkins Adams",The Wild Party (1929)
"The Unforgiven (1957), Alan Le May",The Unforgiven (1960)
"Union Street (1982), Pat Barker",Stanley & Iris (1989)
"Tuntematon sotilas (The Unknown Soldier) (1954), Väinö Linna","The Unknown Soldier (1955)
The Unknown Soldier (1985)"
"Useless Cowboy (1943), Alan Le May",Along Came Jones (1945)
"Valdez Is Coming (1970), Elmore Leonard",Valdez Is Coming (1971)
"Valley of the Dolls (1966), Jacqueline Susann",Valley of the Dolls (1967)
"Vampire$ (1990), John Steakley","Vampires (1998)
* Vampires: Los Muertos (2002) (V)
** Vampires: The Turning (2005) (V)"
"Les Valseuses (1974), Bertrand Blier",Going Places (1974)
"The Vanishing American (1925), Zane Grey",The Vanishing American (1925)
"Vanity Fair (1847–1848), William Makepeace Thackeray","Vanity Fair (1911)
Vanity Fair (1915)
Vanity Fair (1922)
Vanity Fair (1923)
Vanity Fair (1932)
Becky Sharp (1935)
Vanity Fair (1967) (TV)
Vanity Fair (1987) (TV)
Vanity Fair (1998) (TV)
Vanity Fair (2004)"
"Vanity Row (1953), W. R. Burnett",Accused of Murder (1956)
"Vennelalo Adapilla (1991), Yandamuri Veerendranath",Beladingala Baale (1995)
"Vengeance (1984),[3] George Jonas","Sword of Gideon (1986), George Jonas and Chris Bryant
Munich (2005)"
"Vengeance Valley (1949), Luke Short",Vengeance Valley (1951)
"A Very Private Gentleman (1990), Martin Booth",The American (2010)
"Vespers in Vienna (1947), Bruce Marshall",The Red Danube (1949)
"The Vicomte of Bragelonne: Ten Years Later (The Vicomte of Bragelonne: Ten Years Later) (1847–1850), Alexandre Dumas, père","The Iron Mask (1929)
The Man in the Iron Mask (1939)
The Man in the Iron Mask (1977)
The Man in the Iron Mask (1998)"
"Victory (1915), Joseph Conrad","Victory (1919)
Niebezpieczny raj (Dangerous Paradise) (1930)
Dangerous Paradise (1930)
Victory (1940)
Victory (1995)"
"De vierde man (1981), Gerard Reve",The Fourth Man (1983)
