,Unnamed: 0,book_info,movie_info,book_year,book_title,book_author,id,film_year,film_title,title,rating,year,users_rating,votes,metascore,img_url,countries,languages,actors,genre,tagline,description,directors,runtime,imdb_url
347,347,"Big Fish: A Novel of Mythic Proportions (1998), Daniel Wallace",Big Fish (2003),1998,Big Fish: A Novel of Mythic Proportions,Daniel Wallace,26048682.0,2003,Big Fish,Big Fish,PG-13,2003,8.0,"384,008",58,"https://m.media-amazon.com/images/M/MV5BMTYyMzM3MzgyNV5BMl5BanBnXkFtZTcwMTI4MzUyMQ@@._V1_UY268_CR4,0,182,268_AL__QL50.jpg",['USA'],"['English', 'Cantonese']","['Ewan McGregor', 'Albert Finney', 'Billy Crudup', 'Jessica Lange', 'Helena Bonham Carter', 'Alison Lohman', 'Robert Guillaume', 'Marion Cotillard', 'Matthew McGrory', 'David Denman', 'Missi Pyle', 'Loudon Wainwright III', 'Ada Tai', 'Arlene Tai', 'Steve Buscemi']","['Adventure', 'Drama', 'Fantasy', 'Romance']",An adventure as big as life itself.,A frustrated son tries to determine the fact from fiction in his dying father's life.,['Tim Burton'],125 min,https://www.imdb.com/title/tt0319061/
348,348,"The Big Fisherman (1948), Lloyd C. Douglas",The Big Fisherman (1959),1948,The Big Fisherman,Lloyd C. Douglas,778667.0,1959,The Big Fisherman,The Big Fisherman,Approved,1959,5.8,291,,"https://m.media-amazon.com/images/M/MV5BMjhmOTA4MzYtMjc2MC00MGY1LTk5ZTYtOWE4NmE1NGFjYTJkXkEyXkFqcGdeQXVyMDI2NDg0NQ@@._V1_UX182_CR0,0,182,268_AL__QL50.jpg",['USA'],['English'],"['Howard Keel', 'Susan Kohner', 'John Saxon', 'Martha Hyer', 'Herbert Lom', 'Ray Stricklyn', 'Marian Seldes', 'Alexander Scourby', 'Beulah Bondi', 'Jay Barney', 'Charlotte Fletcher', 'Mark Dana', 'Rhodes Reason', 'Henry Brandon', 'Brian G. Hutton']","['Drama', 'History']",The Story of Simon Peter of Galilee,"Exploring the life of Peter, from being a successful fisherman to becoming a follower of Jesus Christ and being dependent on Jesus Christ.",['Frank Borzage'],180 min,https://www.imdb.com/title/tt0052627/
349,349,"The Big Heat (1952), William P. McGivern",The Big Heat (1953),1952,The Big Heat,William P. McGivern,845175.0,1953,The Big Heat,The Big Heat,Not Rated,1953,8.0,"19,976",,"https://m.media-amazon.com/images/M/MV5BMmY1YzRmZDgtMTU4NS00NTcwLWE3N2EtNDc0MTk1ODg2YTA2XkEyXkFqcGdeQXVyMTYzMTY1MjQ@._V1_UX182_CR0,0,182,268_AL__QL50.jpg",['USA'],['English'],"['Glenn Ford', 'Gloria Grahame', 'Jocelyn Brando', 'Alexander Scourby', 'Lee Marvin', 'Jeanette Nolan', 'Peter Whitney', 'Willis Bouchey', 'Robert Burton', 'Adam Williams', 'Howard Wendell', 'Chris Alcaide', 'Michael Granger', 'Dorothy Green', 'Carolyn Jones']","['Crime', 'Film-Noir', 'Thriller']",Somebody's going to pay ...because he forgot to kill me...,Tough cop Dave Bannion takes on a politically powerful crime syndicate.,['Fritz Lang'],89 min,https://www.imdb.com/title/tt0045555/
350,350,"Big Red (1945), Jim Kjelgaard",Big Red (1962),1945,Big Red,Jim Kjelgaard,123170.0,1962,Big Red,Big Red,Not Rated,1962,6.5,596,,"https://m.media-amazon.com/images/M/MV5BODcxNTE4YWYtN2U3Ny00YjZhLTg5Y2EtOGQzZDYzYzM5MzMwXkEyXkFqcGdeQXVyMTQ3Njg3MQ@@._V1_UX182_CR0,0,182,268_AL__QL50.jpg","['USA', 'Canada']",['English'],"['Walter Pidgeon', 'Gilles Payant', 'Émile Genest', 'Janette Bertrand', 'Georges Bouvier', 'Doris Lussier', 'Rolland Bédard', 'Teddy Burns Goulet']","['Adventure', 'Drama', 'Family']",BRAVE RUNAWAYS...together they conquered the wilderness and the heart of a proud man!,A wealthy sportsman's decision to hire a backwoods orphan to exercise a champion Irish Setter has unexpected consequences.,['Norman Tokar'],89 min,https://www.imdb.com/title/tt0055793/
351,351,"The Big Sleep (1939), Raymond Chandler",The Big Sleep (1946),1939,The Big Sleep,Raymond Chandler,2052.0,1946,The Big Sleep,The Big Sleep,Not Rated,1946,8.0,"72,255",,"https://m.media-amazon.com/images/M/MV5BMjdiM2IyZmQtODJiYy00NDNkLTllYmItMmFjMDNiYTQyOGVkXkEyXkFqcGdeQXVyNDY2MTk1ODk@._V1_UX182_CR0,0,182,268_AL__QL50.jpg",['USA'],['English'],"['Humphrey Bogart', 'Lauren Bacall', 'John Ridgely', 'Martha Vickers', 'Dorothy Malone', 'Peggy Knudsen', 'Regis Toomey', 'Charles Waldron', 'Charles D. Brown', 'Bob Steele', 'Elisha Cook Jr.', 'Louis Jean Heydt']","['Crime', 'Film-Noir', 'Mystery', 'Thriller']",The picture they were born for!,"Private detective Philip Marlowe is hired by a rich family. Before the complex case is over, he's seen murder, blackmail, and what might be love.",['Howard Hawks'],114 min,https://www.imdb.com/title/tt0038355/
352,352,"The Big Sleep (1939), Raymond Chandler",The Big Sleep (1978),1939,The Big Sleep,Raymond Chandler,2052.0,1978,The Big Sleep,The Big Sleep,R,1978,5.9,"3,564",,"https://m.media-amazon.com/images/M/MV5BODVjMzdhNzYtMzM0OS00NWJjLWFhOTEtOGEzNDUwNGRkNzcxXkEyXkFqcGdeQXVyMjI4MjA5MzA@._V1_UX182_CR0,0,182,268_AL__QL50.jpg","['UK', 'USA']",['English'],"['Robert Mitchum', 'Sarah Miles', 'Richard Boone', 'Candy Clark', 'Joan Collins', 'Edward Fox', 'John Mills', 'James Stewart', 'Oliver Reed', 'Harry Andrews', 'Colin Blakely', 'Richard Todd', 'Diana Quick', 'James Donald', 'John Justin']","['Crime', 'Drama', 'Mystery', 'Thriller']","Meet Philip Marlowe, the toughest private eye whoever wore a trench coat, slapped a dame, and split his knuckles on a jawbone.","Grizzled American private detective in England investigates a complicated case of blackmail turned murder involving a rich but honest elderly general, his two loose socialite daughters, a pornographer and a gangster.",['Michael Winner'],99 min,https://www.imdb.com/title/tt0077234/
353,353,"The Big Sleep (1939), Raymond Chandler",The Big Lebowski (1998),1939,The Big Sleep,Raymond Chandler,2052.0,1998,The Big Lebowski,The Big Lebowski,R,1998,8.1,"643,456",71,"https://m.media-amazon.com/images/M/MV5BMTQ0NjUzMDMyOF5BMl5BanBnXkFtZTgwODA1OTU0MDE@._V1_UX182_CR0,0,182,268_AL__QL50.jpg","['USA', 'UK']","['English', 'German', 'Hebrew', 'Spanish']","['Jeff Bridges', 'John Goodman', 'Julianne Moore', 'Steve Buscemi', 'David Huddleston', 'Philip Seymour Hoffman', 'Tara Reid', 'Philip Moon', 'Mark Pellegrino', 'Peter Stormare', 'Flea', 'Torsten Voges', 'Jimmie Dale Gilmore', 'Jack Kehler', 'John Turturro']","['Comedy', 'Crime']","They figured he was a lazy, time-wasting slacker. They were right.","Jeff ""The Dude"" Lebowski, mistaken for a millionaire of the same name, seeks restitution for his ruined rug and enlists his bowling buddies to help get it.","['Joel Coen', 'Ethan Coen']",117 min,https://www.imdb.com/title/tt0118715/
354,354,"Big Trouble (1999), Dave Barry",Big Trouble (2002),1999,Big Trouble,Dave Barry,893731.0,2002,Big Trouble,Big Trouble,PG-13,2002,6.5,"18,864",47,"https://m.media-amazon.com/images/M/MV5BMGExOThjYjMtYzA2MC00OTZhLWEzMDYtMTAwZmViMGU4OTE4XkEyXkFqcGdeQXVyNDk3NzU2MTQ@._V1_UX182_CR0,0,182,268_AL__QL50.jpg",['USA'],['English'],"['Tim Allen', 'Rene Russo', 'Stanley Tucci', 'Tom Sizemore', 'Johnny Knoxville', 'Dennis Farina', 'Jack Kehler', 'Janeane Garofalo', 'Patrick Warburton', 'Ben Foster', 'Zooey Deschanel', 'Heavy D', 'Omar Epps', 'Jason Lee', 'Sofía Vergara']","['Comedy', 'Crime', 'Thriller']",They have forty-five minutes to save the world.  They need forty-six.,"The lives of several Miami denizens, from ad agents to gunrunners to street thugs to law enforcement to school-children, intersect with humorous and dangerous results.",['Barry Sonnenfeld'],85 min,https://www.imdb.com/title/tt0246464/
355,355,"Biggles (1932–1968) (series), W. E. Johns",Biggles: Adventures in Time (1986),1932,Biggles,W. E. Johns,1075761.0,1986,Biggles: Adventures in Time,Biggles: Adventures in Time,PG,1986,5.8,"2,436",,"https://m.media-amazon.com/images/M/MV5BZWFkNTRlNzUtMDQ3ZC00MGJmLTkyYTEtNTEyZTE4N2RmODY3XkEyXkFqcGdeQXVyMTMxMTY0OTQ@._V1_UY268_CR2,0,182,268_AL__QL50.jpg","['UK', 'USA']","['English', 'German', 'French']","['Neil Dickson', 'Alex Hyde-White', 'Fiona Hutchison', 'Peter Cushing', 'Marcus Gilbert', 'William Hootkins', 'Alan Polonsky', 'Francesca Gonshaw', 'Michael Siberry', 'James Saxon', 'Daniel Flynn', 'Roy Boyd', 'Samantha Bradshaw', 'Andrea Browne', 'David Butler']","['Adventure', 'Family', 'Sci-Fi', 'War']",Fast food executive Jim Ferguson stepped out of his 47th floor office to go to the bathroom... and ended up in the middle of World War I. History will be grateful forever.,"Daring British WWI fighter pilot James ""Biggles"" Bigglesworth and 1980s low-level business executive Jim Ferguson discover that they can time travel to each other's eras. They try to stop the Germans from changing the outcome of WWI.",['John Hough'],88 min,https://www.imdb.com/title/tt0090729/
358,358,"Billy Bathgate (1989), E. L. Doctorow",Billy Bathgate (1991),1989,Billy Bathgate,E. L. Doctorow,871284.0,1991,Billy Bathgate,Billy Bathgate,R,1991,5.9,"10,553",,"https://m.media-amazon.com/images/M/MV5BZjJlMTRjOWEtYjVlNy00N2MyLWFiYzgtMjk2NmQ2YzU1ZDBjXkEyXkFqcGdeQXVyNzc5MjA3OA@@._V1_UX182_CR0,0,182,268_AL__QL50.jpg",['USA'],['English'],"['Dustin Hoffman', 'Nicole Kidman', 'Loren Dean', 'Bruce Willis', 'Steven Hill', 'Steve Buscemi', 'Billy Jaye', 'John Costelloe', 'Timothy Jerome', 'Stanley Tucci', 'Mike Starr', 'Robert F. Colesberry', 'Stephen Joyce', 'Frances Conroy', 'Moira Kelly']","['Crime', 'Drama', 'Thriller']","In 1935, a New York kid was looking for a hero. He found Dutch Schultz.","In the year 1935, a teen named Billy Bathgate finds first love while becoming the protégé of fledgling gangster Dutch Schultz.",['Robert Benton'],106 min,https://www.imdb.com/title/tt0101453/
360,360,"The Birds (1952), Daphne du Maurier",The Birds (1963),1952,The Birds,Daphne du Maurier,1030934.0,1963,The Birds,The Birds,PG-13,1963,7.7,"151,132",87,"https://m.media-amazon.com/images/M/MV5BMTAxNDA1ODc5MDleQTJeQWpwZ15BbWU4MDg2MDA4OTEx._V1_UX182_CR0,0,182,268_AL__QL50.jpg",['USA'],['English'],"['Rod Taylor', 'Jessica Tandy', 'Suzanne Pleshette', 'Tippi Hedren', 'Veronica Cartwright', 'Ethel Griffies', 'Charles McGraw', 'Ruth McDevitt', 'Lonny Chapman', 'Joe Mantell', 'Doodles Weaver', 'Malcolm Atterbury', 'John McGovern', 'Karl Swenson', 'Richard Deacon']","['Drama', 'Horror', 'Mystery', 'Romance']",The Birds is coming!,A wealthy San Francisco socialite pursues a potential boyfriend to a small Northern California town that slowly takes a turn for the bizarre when birds of all kinds suddenly begin to attack people.,['Alfred Hitchcock'],119 min,https://www.imdb.com/title/tt0056869/
361,361,"Birdy (1978), William Wharton",Birdy (1984),1978,Birdy,William Wharton,592191.0,1984,Birdy,Birdy,R,1984,7.3,"19,372",,"https://m.media-amazon.com/images/M/MV5BZTJkZmVkNjUtODUyZi00NjZhLTk0NmUtNGJhMjRlYWQxMTlmL2ltYWdlXkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_UX182_CR0,0,182,268_AL__QL50.jpg",['USA'],['English'],"['Matthew Modine', 'Nicolas Cage', 'John Harkins', 'Sandy Baron', 'Karen Young', 'Bruno Kirby', 'Nancy Fish', 'George Buck', 'Dolores Sage', 'Pat Ryan', 'James Santini', 'Maud Winchester', 'Marshall Bell', 'Elizabeth Whitcraft', 'Sandra Beall']","['Drama', 'War']",A soaring experience unlike anything you've ever seen before.,After two friends return home from the Vietnam War one becomes mentally unstable and obsesses with becoming a bird.,['Alan Parker'],120 min,https://www.imdb.com/title/tt0086969/
362,362,"The Bishop's Wife (1928), Robert Nathan",The Bishop's Wife (1947),1928,The Bishop's Wife,Robert Nathan,13137809.0,1947,The Bishop's Wife,The Bishop's Wife,Not Rated,1947,7.6,"12,169",,"https://m.media-amazon.com/images/M/MV5BNjU4ZTEwY2UtMDg2OS00YTgxLTlkZTQtY2M1ZGM1YTc0NWFmXkEyXkFqcGdeQXVyMDI2NDg0NQ@@._V1_UX182_CR0,0,182,268_AL__QL50.jpg",['USA'],"['English', 'French']","['Cary Grant', 'Loretta Young', 'David Niven', 'Monty Woolley', 'James Gleason', 'Gladys Cooper', 'Elsa Lanchester', 'Sara Haden', 'Karolyn Grimes', 'Tito Vuolo', 'Regis Toomey', 'Sarah Edwards', 'Margaret McWade', ""Anne O'Neal"", 'Ben Erway']","['Comedy', 'Drama', 'Fantasy', 'Romance']",,An angel in human form enters the life of a bishop in order to help him build a new cathedral and repair his fractured marriage.,['Henry Koster'],109 min,https://www.imdb.com/title/tt0039190/
365,365,"""The Biscuit Eater"" (1939), James H. Street",The Biscuit Eater (1940),1939,"""The Biscuit Eater""",James H. Street,23000146.0,1940,The Biscuit Eater,The Biscuit Eater,Passed,1940,7.1,173,,"https://m.media-amazon.com/images/M/MV5BZTcyZWZjNjktZjVkYy00MWQ1LWE3M2EtY2ZhNjgwMzIxMjhmXkEyXkFqcGdeQXVyNjYwODc3ODk@._V1_UX182_CR0,0,182,268_AL__QL50.jpg",['USA'],['English'],"['Billy Lee', 'Cordell Hickman', 'Richard Lane', 'Lester Matthews', 'Helene Millard', ""Fred 'Snowflake' Toones"", 'Tiverton Invader']","['Drama', 'Family']",A Picture As Human And Heart-Filling As The Love Of A Boy For A Dog!,"Two little boys have faith in a dog they name Promise, so much faith that they enter him in the championship trials for bird dogs. The favorite is Georgia Boy bred and trained by the boys' ...",['Stuart Heisler'],81 min,https://www.imdb.com/title/tt0032254/
366,366,"""The Biscuit Eater"" (1939), James H. Street",The Biscuit Eater (1972),1939,"""The Biscuit Eater""",James H. Street,23000146.0,1972,The Biscuit Eater,The Biscuit Eater,G,1972,5.8,239,,"https://m.media-amazon.com/images/M/MV5BMjgzZGE5YmEtYmM2YS00MzJhLTk1Y2ItZjI4YjVlM2Q5NjY0L2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNzc5MjA3OA@@._V1_UX182_CR0,0,182,268_AL__QL50.jpg",['USA'],['English'],"['Earl Holliman', 'Pat Crowley', 'Lew Ayres', 'Godfrey Cambridge', 'Beah Richards', 'Clifton James', 'Johnny Whitaker', 'George Spell', 'Mantan Moreland', 'Golden Eddie']","['Drama', 'Family']",Two Small Partners...they risked everything for a no 'count hound!,"In this touching adventure, a remake of the popular 1940 film, two Georgia boys ignore their racial differences to team up and befriend a feral bird dog, whom they train to participate in a field trials.",['Vincent McEveety'],90 min,https://www.imdb.com/title/tt0068276/
368,368,"[[Pascal Bruckner#Works - Lunes de fiel: roman, Seuil, 1981, ISBN 978-2-02-005856-8|Bitter Moon]] (Lunes de fiel) (1981), Pascal Bruckner",Bitter Moon (1992),1981,"[[Pascal Bruckner#Works - Lunes de fiel: roman, Seuil, ",unknown,,1992,Bitter Moon,Bitter Moon,R,1992,7.2,"30,548",,"https://m.media-amazon.com/images/M/MV5BNWViYWQzNDYtOGQ3Ny00N2IxLThmOTctZTZjNzVjYmVkMzhjXkEyXkFqcGdeQXVyMjUyNDk2ODc@._V1_UX182_CR0,0,182,268_AL__QL50.jpg","['France', 'UK', 'USA']","['English', 'French']","['Peter Coyote', 'Emmanuelle Seigner', 'Hugh Grant', 'Kristin Scott Thomas', 'Victor Banerjee', 'Sophie Patel', 'Patrick Albenque', 'Smilja Mihailovitch', 'Leo Eckmann', 'Luca Vellani', 'Richard Dieux', 'Danny Wuyts', 'Daniel Dhubert', 'Nathalie Galán', 'Eric Gonzales']","['Drama', 'Romance', 'Thriller']",Some lovers never know when to stop...,"After hearing stories of her, a passenger on a cruise ship develops an irresistible infatuation with an eccentric paraplegic's wife.",['Roman Polanski'],139 min,https://www.imdb.com/title/tt0104779/
370,370,"Black Alibi (1942), Cornell Woolrich",The Leopard Man (1943),1942,Black Alibi,Cornell Woolrich,484111.0,1943,The Leopard Man,The Leopard Man,Approved,1943,6.9,"3,938",,"https://m.media-amazon.com/images/M/MV5BZTlhZDllYzItZTQwYS00ZTcwLTk3MDAtNjM0YmY4MzA5YmFhL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_UX182_CR0,0,182,268_AL__QL50.jpg",['USA'],"['English', 'Spanish']","[""Dennis O'Keefe"", 'Margo', 'Jean Brooks', 'Isabel Jewell', 'James Bell', 'Margaret Landry', 'Abner Biberman', 'Tuulikki Paananen', 'Ben Bard']","['Horror', 'Thriller']",A shriek in the night--another victim torn to pieces by claw and fang! Is it man-like beast or beast-like man that picks only beauty as prey--and why?,"A seemingly tame leopard used for a publicity stunt escapes and kills a young girl, spreading panic throughout a sleepy New Mexico town.",['Jacques Tourneur'],66 min,https://www.imdb.com/title/tt0036104/
371,371,"The Black Angel (1943), Cornell Woolrich",Black Angel (1946),1943,The Black Angel,Cornell Woolrich,484111.0,1946,Black Angel,Black Angel,Passed,1946,7.0,"2,219",,"https://m.media-amazon.com/images/M/MV5BOWUyOWUyNWItZTc2MC00M2RhLTg3NmEtY2YwMjc2M2MyNGI1XkEyXkFqcGdeQXVyMjUxODE0MDY@._V1_UX182_CR0,0,182,268_AL__QL50.jpg",['USA'],['English'],"['Dan Duryea', 'June Vincent', 'Peter Lorre', 'Broderick Crawford', 'Constance Dowling', 'Wallace Ford', 'Hobart Cavanaugh', 'Freddie Steele', 'John Phillips', 'Ben Bard', 'Junius Matthews', 'Marion Martin', 'Archie Twitchell', 'Maurice St. Clair', 'Vilova']","['Adventure', 'Crime', 'Film-Noir', 'Music', 'Mystery', 'Thriller']","""...I had a wife that needed killing, and you had a husband that took care of it..."" (reissue poster)","When Kirk Bennett is convicted of a singer's murder, his wife tries to prove him innocent...aided by the victim's ex-husband.",['Roy William Neill'],81 min,https://www.imdb.com/title/tt0038360/
380,380,"Black Beauty (1877), Anna Sewell",Black Beauty (1946),1877,Black Beauty,Anna Sewell,3685.0,1946,Black Beauty,Black Beauty,Passed,1946,5.8,172,,"https://m.media-amazon.com/images/M/MV5BMzYzNDc4MTYzMF5BMl5BanBnXkFtZTgwMDU3ODUwMjE@._V1_UX182_CR0,0,182,268_AL__QL50.jpg",['USA'],['English'],"['Mona Freeman', 'Richard Denning', 'Evelyn Ankers', 'Charles Evans', 'J.M. Kerrigan', 'Moyna MacGill', 'Terry Kilburn', 'Tom Dillon', 'Arthur Space', 'John Burton', 'Olaf Hytten', 'Leyland Hodgson', 'Clifford Brooke', 'Highland Dale']","['Drama', 'Family', 'Romance']",The most beloved of all animals...in the most exciting of all adventures (original poster),Widower Squire Weldon (,['Max Nosseck'],74 min,https://www.imdb.com/title/tt0038361/
384,384,"Black Beauty (1877), Anna Sewell",Black Beauty (1994),1877,Black Beauty,Anna Sewell,3685.0,1994,Black Beauty,Black Beauty,G,1994,6.6,"8,311",,"https://m.media-amazon.com/images/M/MV5BMjEwNTc3NzI4NF5BMl5BanBnXkFtZTcwOTk3MDcyMQ@@._V1_UY268_CR8,0,182,268_AL__QL50.jpg","['USA', 'UK']",['English'],"['Docs Keepin Time', 'Alan Cumming', 'Sean Bean', 'David Thewlis', 'Jim Carter', 'Peter Davison', 'Alun Armstrong', 'John McEnery', 'Eleanor Bron', 'Peter Cook', 'Adrian Ross Magenty', 'Lyndon Davies', 'Georgina Armstrong', 'Gemma Paternoster', 'Anthony Walters']","['Adventure', 'Drama', 'Family', 'Romance']",A story for all ages. A friendship for all time. Share the adventure.,"The fates of horses, and the people who own and command them, are revealed as Black Beauty narrates the circle of his life.",['Caroline Thompson'],88 min,https://www.imdb.com/title/tt0109279/
386,386,"The Black Camel (1929), Earl Derr Biggers",The Black Camel (1931),1929,The Black Camel,Earl Derr Biggers,2117763.0,1931,The Black Camel,The Black Camel,Passed,1931,7.1,"1,159",,"https://m.media-amazon.com/images/M/MV5BNjdhYjczMTAtOTE4OC00ZTFiLThmZGQtNmViMjQxN2U3NTM0XkEyXkFqcGdeQXVyMzI2MDEwNA@@._V1_UX182_CR0,0,182,268_AL__QL50.jpg",['USA'],['English'],"['Warner Oland', 'Sally Eilers', 'Bela Lugosi', 'Dorothy Revier', 'Victor Varconi', 'Murray Kinnell', 'William Post Jr.', 'Robert Young', 'Violet Dunn', 'J.M. Kerrigan', 'Mary Gordon', 'Rita Rozelle', 'Otto Yamaoka']","['Crime', 'Mystery', 'Thriller']",The unsolved secrets of Hollywood,The unsolved murder of a Hollywood actor several years earlier and an enigmatic psychic are the keys to help Charlie solve the Honolulu stabbing death of a beautiful actress.,['Hamilton MacFadden'],71 min,https://www.imdb.com/title/tt0021668/
387,387,"The Black Curtain (1941), Cornell Woolrich",Street of Chance (1942),1941,The Black Curtain,Cornell Woolrich,457641.0,1942,Street of Chance,Street of Chance,Approved,1942,6.5,266,,"https://m.media-amazon.com/images/M/MV5BNzg5NmQ5ODctMTA4ZS00MWI5LTg1YjItNjJjNTlmZGVhNDdiXkEyXkFqcGdeQXVyMDI2NDg0NQ@@._V1_UX182_CR0,0,182,268_AL__QL50.jpg",['USA'],['English'],"['Burgess Meredith', 'Claire Trevor', 'Louise Platt', 'Sheldon Leonard', 'Frieda Inescort', 'Jerome Cowan', 'Adeline De Walt Reynolds', 'Arthur Loft', 'Clancy Cooper', 'Paul Phillips', 'Keith Richards', 'Ann Doran', 'Cliff Clark', 'Edwin Maxwell']","['Drama', 'Film-Noir', 'Mystery']",,"After an accident, a New York man with amnesia finds out the ugly truth about his real identity and past by interacting with people who seem to know him well.",['Jack Hively'],74 min,https://www.imdb.com/title/tt0035388/
388,388,"The Black Dahlia (1987), James Ellroy",The Black Dahlia (2006),1987,The Black Dahlia,James Ellroy,21704.0,2006,The Black Dahlia,The Black Dahlia,R,2006,5.6,"67,576",49,"https://m.media-amazon.com/images/M/MV5BMTg0MDc1OTQ5NF5BMl5BanBnXkFtZTcwNzE1ODUzMQ@@._V1_UX182_CR0,0,182,268_AL__QL50.jpg","['USA', 'Germany', 'France']","['English', 'German']","['Josh Hartnett', 'Scarlett Johansson', 'Aaron Eckhart', 'Hilary Swank', 'Mia Kirshner', 'Mike Starr', 'Fiona Shaw', 'Patrick Fischler', 'James Otis', 'John Kavanagh', 'Troy Evans', 'Anthony Russell', 'Pepe Serna', 'Angus MacInnes', 'Rachel Miner']","['Crime', 'Drama', 'Mystery', 'Thriller']",From Brian de Palma director of Scarface and The Untouchables,"Two policemen see their personal and professional lives fall apart in the wake of the ""Black Dahlia"" murder investigation.",['Brian De Palma'],121 min,https://www.imdb.com/title/tt0387877/
390,390,"The Black Path of Fear (1944), Cornell Woolrich",The Chase (1946),1944,The Black Path of Fear,Cornell Woolrich,921223.0,1946,The Chase,The Chase,Approved,1946,6.6,"1,247",,"https://m.media-amazon.com/images/M/MV5BNDI3OTM4NzMtNzQxMC00M2YxLWFmOTctNmUyNDBmMzIwZGI0XkEyXkFqcGdeQXVyMjUxODE0MDY@._V1_UX182_CR0,0,182,268_AL__QL50.jpg",['USA'],"['English', 'Spanish']","['Robert Cummings', 'Michèle Morgan', 'Steve Cochran', 'Lloyd Corrigan', 'Jack Holt', 'Don Wilson', 'Alexis Minotis', 'Nina Koshetz', 'Yolanda Lacca', 'James Westerfield', 'Jimmy Ames', ""Shirley O'Hara"", 'Peter Lorre']","['Crime', 'Film-Noir', 'Thriller']",Hunted ... haunted ... hounded ...,Chuck Scott gets a job as chauffeur to tough guy Eddie Roman; but Chuck's involvement with Eddie's fearful wife becomes a nightmare.,['Arthur Ripley'],86 min,https://www.imdb.com/title/tt0038409/
391,391,"The Black Rose (1945), Thomas B. Costain",The Black Rose (1950),1945,The Black Rose,Thomas B. Costain,401921.0,1950,The Black Rose,The Black Rose,Approved,1950,6.4,"1,553",,"https://m.media-amazon.com/images/M/MV5BYTBkN2M4ZjUtODFiNC00MjRlLTgxYWQtNjFkMmI3NmI5MGM0XkEyXkFqcGdeQXVyMDI2NDg0NQ@@._V1_UX182_CR0,0,182,268_AL__QL50.jpg","['USA', 'UK']",['English'],"['Tyrone Power', 'Orson Welles', 'Cécile Aubry', 'Jack Hawkins', 'Michael Rennie', 'Finlay Currie', 'Herbert Lom', 'Mary Clare', 'Robert Blake', 'Alfonso Bedoya', 'Gibb McLaughlin', 'James Robertson Justice', 'Henry Oscar', 'Laurence Harvey']","['Adventure', 'History', 'Romance', 'War']",An adventure that will blaze... A love that will flame... 'till the stars grow cold...,A disinherited 13th Century Saxon nobleman leaves Norman England with an archer friend to seek his fortune in the Far East.,['Henry Hathaway'],116 min,https://www.imdb.com/title/tt0042256/
392,392,"The Black Stallion (1941–1989) (series), Walter Farley
The Black Stallion (1941)
* The Black Stallion Returns (1945)
** The Young Black Stallion (1989)",The Black Stallion (1979–2003) (series),1941,The Black Stallion,"Walter Farley
The Black Stallion (",272895.0,1979,The Black Stallion,The Black Stallion,G,1979,7.4,"10,347",84,"https://m.media-amazon.com/images/M/MV5BMzgzOTgwOTEzM15BMl5BanBnXkFtZTcwMzI2MTcyNA@@._V1_UX182_CR0,0,182,268_AL__QL50.jpg",['USA'],"['English', 'Arabic', 'Italian']","['Kelly Reno', 'Mickey Rooney', 'Teri Garr', 'Clarence Muse', 'Hoyt Axton', 'Michael Higgins', 'Ed McNamara', 'Larbi Doghmi', 'John Burton', 'John Buchanan', 'Kristen Vigard', 'Fausto Tozzi', 'John Karlsen', 'Leopoldo Trieste', 'Frank Cousins']","['Adventure', 'Family', 'Sport']",,"While traveling with his father, young Alec becomes fascinated by a mysterious Arabian stallion who is brought on board and stabled in the ship he is sailing on. When it tragically sinks ...",['Carroll Ballard'],118 min,https://www.imdb.com/title/tt0078872/
393,393,"The Black Stallion (1941–1989) (series), Walter Farley
The Black Stallion (1941)
* The Black Stallion Returns (1945)
** The Young Black Stallion (1989)",The Black Stallion (1979),1941,The Black Stallion,"Walter Farley
The Black Stallion (",272895.0,1979,The Black Stallion,The Black Stallion,G,1979,7.4,"10,347",84,"https://m.media-amazon.com/images/M/MV5BMzgzOTgwOTEzM15BMl5BanBnXkFtZTcwMzI2MTcyNA@@._V1_UX182_CR0,0,182,268_AL__QL50.jpg",['USA'],"['English', 'Arabic', 'Italian']","['Kelly Reno', 'Mickey Rooney', 'Teri Garr', 'Clarence Muse', 'Hoyt Axton', 'Michael Higgins', 'Ed McNamara', 'Larbi Doghmi', 'John Burton', 'John Buchanan', 'Kristen Vigard', 'Fausto Tozzi', 'John Karlsen', 'Leopoldo Trieste', 'Frank Cousins']","['Adventure', 'Family', 'Sport']",,"While traveling with his father, young Alec becomes fascinated by a mysterious Arabian stallion who is brought on board and stabled in the ship he is sailing on. When it tragically sinks ...",['Carroll Ballard'],118 min,https://www.imdb.com/title/tt0078872/
